,nose,chest,rightShoulder,rightElbow,rightHand,leftShoulder,leftElbow,leftHand,hip,rightLeg,rightKnee,rightAnkle,leftLeg,leftKnee,leftAnkle,rightEye,leftEye,rightEar,leftEar,rightFoot,rightTip,rightHeel,leftFoot,leftTip,leftHeel
129,113.00945,156.7997,160.55064,201.8209,224.35857,155.51328,204.9043,181.79703,265.60068,264.35403,340.10086,418.38577,266.83893,342.12347,0,104.302185,104.25484,111.78967,106.796455,0,0,0,0,0,0
130,284.34793,284.3522,241.8162,225.58244,218.06778,325.61713,346.8807,340.62656,285.64508,260.61807,220.3261,234.35219,313.1006,334.3693,0,274.3318,294.31183,258.1162,305.68805,0,0,0,0,0,245.58835
131,113.041145,156.78754,159.31683,200.55893,225.55855,155.51637,204.82185,179.3415,265.58926,264.36362,340.34805,417.62686,265.62903,342.12363,0,104.31918,104.26683,111.77859,106.78236,0,0,0,0,0,345.65857
132,284.35242,284.35858,241.83862,225.57036,220.56279,325.596,345.68344,341.89923,285.6044,259.35782,220.57584,235.59976,311.8582,333.13083,0,274.33316,294.3122,258.1268,305.69128,0,0,0,0,0,0
133,113.050095,155.62637,159.30629,204.32219,226.81789,154.35132,204.73139,178.08142,264.3263,263.08905,340.86957,416.37085,264.36014,341.37076,0,104.32331,104.26418,111.785286,105.60767,0,0,0,0,0,0
134,284.3336,284.33563,240.60338,225.5898,223.06303,324.41965,345.63858,341.8644,285.61032,260.58304,220.82555,0,311.87134,333.13934,0,274.33032,294.29504,258.1278,306.85077,0,0,0,0,0,0
135,113.041466,155.62592,159.31856,204.2979,225.61478,154.3389,204.8285,178.05272,264.3595,264.3322,340.3426,0,264.37656,341.87653,0,104.31653,104.25742,111.76831,105.60182,0,0,0,0,0,0
136,284.31845,284.34763,240.60362,225.63591,223.09715,325.6252,345.62885,340.65387,285.60626,259.35968,220.08705,236.83412,311.86063,334.34756,0,274.32147,293.1272,258.12778,306.8653,0,0,0,0,0,0
137,113.03439,155.62323,159.323,200.58534,224.28883,154.33673,204.60423,179.31989,264.32483,263.11407,340.36185,415.87854,264.34457,340.8718,0,104.31068,104.24931,111.76556,105.58991,0,0,0,0,0,0
138,284.3063,284.3774,241.82854,226.82434,224.3121,325.6685,345.6441,336.89618,285.62408,259.3672,220.57867,234.32045,313.1069,335.61093,0,274.3103,293.12183,259.33694,306.88052,0,0,0,0,0,0
139,113.04012,156.83992,159.30635,198.06656,221.83482,155.58461,204.58827,184.29031,264.36346,264.3197,340.85748,417.88394,265.56882,340.62747,0,104.313995,104.26124,111.770325,105.600784,0,0,0,0,0,0
140,284.3143,284.39615,240.61507,225.62726,224.28145,328.11716,345.60403,338.14697,285.58594,258.1042,218.83461,231.83759,311.87958,335.59097,0,274.3227,293.13568,259.33603,306.89923,0,0,0,224.33371,0,0
141,113.04646,158.04662,159.33525,200.56601,223.06035,155.60521,204.55067,184.33487,265.62872,265.5838,340.87476,418.38724,266.86038,340.8755,0,104.31261,104.26669,111.76204,106.775085,0,0,0,346.8783,0,0
142,284.31723,284.39224,240.6146,225.62463,224.32114,326.92126,344.42648,340.619,284.36734,256.83444,218.3272,233.0893,309.39062,334.41003,0,274.3265,294.29254,259.33884,306.9061,0,0,0,0,0,0
143,113.0429,159.30237,159.32976,196.85555,215.6398,158.04135,204.54433,185.55992,266.85495,265.62683,340.87314,420.38898,268.1079,341.37567,0,104.31322,104.27414,111.76383,106.789734,0,0,0,0,0,0
144,284.3147,284.3644,239.36763,224.35568,224.33522,326.9111,344.39066,339.36322,284.33768,255.64233,225.5736,0,308.13934,334.40738,0,274.32446,294.2996,259.33997,306.91235,0,0,0,0,0,0
145,113.046646,160.5506,160.55768,204.3057,215.58891,159.31325,204.53069,188.07039,270.6124,269.3421,341.40097,0,273.08063,343.11844,0,104.31415,104.273605,111.762344,106.805885,0,0,0,0,0,0
146,284.318,284.3461,239.35944,223.07393,224.36342,326.89734,345.6229,336.86612,284.31992,255.60956,225.58035,0,309.35553,334.39218,0,274.31577,294.30667,259.3372,306.90182,0,0,0,0,0,0
147,113.0499,160.57378,160.5685,208.07579,218.09064,160.54291,204.35254,193.07362,271.87357,270.59845,341.39743,0,274.3269,343.12457,0,104.315544,104.27443,111.762085,106.827576,0,0,0,0,0,0
148,284.3096,284.35788,239.36417,224.33499,223.06601,326.90268,345.6748,336.88565,283.10825,255.59459,225.58517,0,306.90015,334.40744,0,274.31198,294.30325,259.339,306.90674,0,0,0,0,0,0
149,113.04393,161.79942,160.56667,203.0858,216.82986,161.81912,203.0637,195.55185,271.86594,269.37048,341.61426,0,273.1242,343.13644,0,104.31543,104.27124,111.764755,106.83045,0,0,0,0,0,0
150,284.2966,284.3585,239.36504,214.37286,224.33107,326.89075,345.62036,336.8825,283.08057,254.37617,225.60008,0,306.90112,334.42294,0,274.3083,294.30176,259.3369,306.8944,0,0,0,0,0,0
151,113.03241,161.7875,161.78381,203.08112,213.08067,161.79211,203.05948,196.82372,273.09195,270.61047,341.61884,0,274.33682,341.87286,0,104.307465,104.2746,111.77527,106.83777,0,0,0,0,0,0
152,284.3043,284.36835,240.59846,225.55086,224.3065,326.9037,345.6327,336.91312,284.3168,255.62428,224.31973,0,308.13083,334.42206,0,274.30814,294.31024,259.3418,306.89075,0,0,0,0,0,0
153,113.027954,161.77919,160.57762,200.55069,213.09035,161.78621,203.05122,195.58116,271.85153,269.33948,341.87695,0,274.31668,340.6184,0,104.3081,104.26826,111.78463,106.831,0,0,0,0,0,0
154,284.30734,284.35135,240.59453,213.09082,223.10217,325.64606,335.61368,338.15005,284.31995,255.5769,220.6084,0,309.3853,334.4024,0,274.3136,294.31784,259.35446,306.8964,0,0,0,0,0,0
155,113.02968,161.79298,161.78539,203.0965,215.59431,160.557,202.55122,185.6161,274.31918,271.84454,344.40503,0,274.37466,340.63654,0,104.30649,104.27494,111.783745,106.83282,0,0,0,0,0,0
156,284.30783,284.3476,240.61093,213.06754,223.06157,325.61337,335.59796,336.90958,284.3142,255.58351,219.34622,0,309.36942,334.40207,0,274.31406,294.31897,259.35645,306.891,0,0,0,0,0,0
157,113.0294,161.79169,161.78163,203.10786,211.85025,160.54887,202.05122,185.62204,273.0805,269.36646,343.1098,0,274.33408,340.6406,0,104.30525,104.274574,111.77735,106.82933,0,0,0,0,0,0
158,284.3153,284.31927,240.58528,213.0413,223.06276,324.41476,334.38876,335.69815,283.12448,255.56783,220.33199,0,309.3765,334.40604,0,274.3208,294.32504,259.36304,306.89075,0,0,0,0,0,0
159,113.03322,161.8104,161.78094,202.85962,210.5757,160.57475,201.55122,191.80214,271.84366,269.3444,342.37314,0,273.1032,339.369,0,104.3039,104.27921,111.7781,106.83308,0,0,0,0,0,0
160,284.3256,284.3345,241.83286,213.04993,221.8432,325.628,334.37918,335.63644,283.09097,254.37701,223.58447,0,308.12387,335.59952,0,274.32812,294.32718,259.36197,306.88446,0,0,0,0,0,0
161,113.02887,161.79915,160.56883,202.64958,205.60847,160.56859,201.05122,195.53226,271.85196,269.34238,340.33258,0,273.11493,339.3871,0,104.302414,104.27246,111.77763,106.83888,0,0,0,0,0,0
162,284.33615,284.3675,243.06096,213.041,221.84918,325.65234,334.36,335.63995,283.09344,254.36833,225.60246,0,308.12097,335.60782,0,274.33102,294.34836,259.36902,308.1261,0,0,0,0,0,0
163,113.02989,161.81718,160.5404,202.61485,203.03944,161.81732,200.55122,198.09036,273.10004,270.60596,340.6194,0,274.35007,343.11002,0,104.305405,104.28286,111.79184,108.04213,0,0,0,0,0,0
164,284.34064,284.36795,243.07224,213.03264,224.27338,325.6273,334.3704,336.8592,283.09897,255.57028,225.31671,0,308.12973,335.62198,0,274.33176,294.35547,259.36584,308.13068,0,0,0,0,0,0
165,113.035965,161.81279,159.29745,202.3697,199.33168,161.83397,200.05122,203.0874,271.84793,268.12247,341.09247,0,273.11856,340.1337,0,104.30986,104.28965,111.79837,108.04599,0,0,0,0,0,0
166,284.34625,284.40997,243.1008,210.59389,223.101,326.87018,334.39328,335.66202,284.35782,255.6405,225.59068,0,309.37625,335.58978,0,274.336,294.35782,260.57764,308.12823,0,0,0,0,0,0
167,113.05086,163.01491,159.31697,202.28616,195.6337,163.06763,199.61685,210.59732,271.8359,268.1087,342.11417,0,273.1105,340.3773,0,104.32157,104.29657,111.793686,108.02348,0,0,0,0,0,0
168,284.33588,284.4066,243.11555,209.3486,224.2712,326.87433,334.39944,335.6648,284.3342,255.62354,226.61034,0,309.3765,335.58987,0,274.32452,294.34796,259.377,308.12302,0,0,0,0,0,0
169,113.060814,163.03502,160.54274,202.0435,195.52997,163.0845,199.11685,214.31032,270.59192,268.09027,343.10666,0,273.0787,340.13293,0,104.32828,104.297226,111.798294,106.84291,0,0,0,0,0,0
170,284.33038,284.41287,244.31186,210.5753,224.2822,326.8579,334.39297,335.65204,284.33755,255.6424,225.57664,0,308.13858,334.40573,0,274.32248,294.3365,259.37506,308.11237,0,0,0,0,0,0
171,113.04416,161.8247,159.30981,202.32571,193.04309,163.06348,198.61685,213.04643,268.129,266.85974,344.40262,0,270.62018,340.64008,0,104.3235,104.2886,111.79929,106.83965,0,0,0,0,0,0
172,284.3304,285.56528,244.30428,209.32324,223.0682,328.10916,334.4266,335.67282,283.09344,255.5737,225.5748,0,306.89523,335.64725,0,274.31702,294.33337,259.3708,308.11755,0,0,0,0,0,0
173,113.03977,163.01447,158.09254,201.84976,189.3128,164.28465,197.61685,216.88283,268.12338,266.85416,344.40598,0,270.60638,340.61685,0,104.31502,104.277016,111.80758,108.035774,0,0,0,0,0,0
174,284.32474,284.4087,243.10898,209.34271,221.8435,326.91794,334.41788,335.6589,281.8602,254.36528,225.5786,0,306.87308,335.6745,0,274.31174,294.32278,260.5761,308.1063,0,0,0,0,0,0
175,113.03181,161.8074,156.85924,201.58586,185.61728,164.27835,198.01685,220.57599,266.85776,265.62714,344.40698,0,268.09393,340.11856,0,104.29956,104.262955,111.792915,106.8423,0,0,0,0,0,0
176,284.332,285.59998,244.32635,210.57147,219.34721,329.3573,335.65286,335.6777,284.31067,255.61227,226.57423,0,309.35345,333.11554,0,274.31952,294.32535,259.37558,308.1106,0,0,0,0,0,0
177,113.04052,161.81827,158.04153,201.31049,183.08798,164.29893,198.086,224.30312,266.8662,265.6182,345.6128,0,269.3546,340.61542,0,104.30777,104.26911,111.79723,106.832985,0,0,0,0,0,0
178,284.34372,285.60498,244.34325,209.31099,220.5903,329.38397,335.67947,335.66434,284.3172,255.61996,227.34953,0,308.14407,334.3669,0,274.3299,294.3312,259.37085,308.11273,0,0,0,0,0,0
179,113.03147,161.80907,158.04459,201.81775,183.02608,164.29337,199.34303,225.56848,268.09537,265.6498,345.59436,0,270.59946,340.62323,0,104.316246,104.26844,111.79316,106.82014,0,0,0,0,0,0
180,284.34076,285.6548,244.3771,210.55649,221.8107,329.3812,335.67526,335.64474,284.31555,255.59969,228.64128,0,309.36252,331.89108,0,274.31998,294.33084,260.57675,308.12546,0,0,0,0,0,0
181,113.05187,161.80981,156.85542,202.08179,181.83722,164.31046,199.3137,225.62566,268.1202,266.87695,346.13956,0,270.60147,341.58923,0,104.3229,104.28252,111.77422,106.80865,0,0,0,0,0,0
182,284.36435,285.6678,244.38857,211.80386,220.5672,330.607,335.66733,335.63223,283.09543,254.38867,225.62012,0,308.1164,333.14102,0,274.33954,294.34637,260.57898,308.12982,0,0,0,0,0,0
183,113.05957,161.82109,156.85107,203.61845,180.56755,164.33363,201.80548,226.82063,270.60742,268.117,346.87567,0,273.08414,341.14618,0,104.326294,104.27564,111.77425,106.809166,0,0,0,0,0,0
184,284.3921,286.84818,245.55705,213.06102,220.59523,330.63477,336.87405,335.64435,281.8553,254.35088,225.56131,0,306.87958,334.36447,0,274.35068,294.37268,260.57605,308.12637,0,0,0,0,0,0
185,113.06921,163.02557,156.84851,204.36731,180.55052,164.36682,203.0916,226.85086,271.8702,269.36166,344.41284,0,274.3301,341.13898,0,104.33133,104.27499,111.77882,106.803635,0,0,0,0,0,0
186,284.37564,286.8418,244.37958,214.2685,220.56554,331.87286,335.66898,335.60132,281.83987,254.36137,225.57973,0,305.65805,334.35602,0,274.34085,294.36603,260.57693,308.1256,0,0,0,0,0,0
187,113.05351,163.02394,156.84743,204.25995,178.10156,165.52917,203.09166,226.8686,270.61765,266.8873,344.40854,0,273.1189,341.115,0,104.321785,104.26158,111.7779,106.78753,0,0,0,0,0,0
188,284.35812,286.87317,244.38599,214.29233,219.3234,331.88934,335.6871,335.61768,283.12698,255.60173,225.57831,0,306.9012,334.35138,0,274.32892,294.35278,260.57822,308.13376,0,0,0,0,0,0
189,113.01336,161.8212,156.83249,201.81258,179.34319,165.51295,204.3624,226.86464,269.3494,266.85358,345.6329,0,273.07468,341.89032,0,104.30556,104.24264,111.78753,106.80037,0,0,0,0,0,0
190,284.35828,286.85742,244.35019,214.29936,220.56358,333.10236,335.68564,335.65118,283.07733,254.38113,225.59827,0,306.87885,333.12106,0,274.32645,294.34604,260.58505,308.1256,0,0,0,0,0,0
191,111.81286,163.01419,156.81165,201.05785,183.0887,165.5478,208.0897,226.86404,269.36685,266.8594,345.66525,0,273.1085,341.88272,0,104.29707,104.223366,111.78849,106.80482,0,0,0,0,0,0
192,284.36694,288.10892,245.57286,214.36833,218.06891,333.09625,335.66882,335.62082,284.31677,255.61108,225.56985,0,308.14413,334.3556,0,274.33447,294.3469,260.5903,308.1309,0,0,0,0,0,0
193,111.80953,161.81662,156.78955,200.63925,184.33101,165.5342,205.5685,224.29318,269.35062,266.84485,345.62836,0,273.08932,343.11523,0,104.29589,104.2257,111.805435,106.801704,0,0,0,0,0,0
194,284.37253,290.59818,246.8355,215.63004,215.62987,333.1168,335.66852,335.62518,285.57397,256.8821,220.59428,0,311.8481,333.12146,0,274.3479,294.34616,260.5929,308.13547,0,0,0,0,0,0
195,111.80963,161.81317,155.60146,200.5646,183.0622,165.55641,213.0707,226.83707,269.3648,266.85287,343.3582,0,273.09537,340.62784,0,104.29756,104.23145,111.81445,106.79335,0,0,0,0,0,0
196,284.39545,289.36493,246.84637,218.09923,219.33577,333.1002,336.92105,335.60782,284.40756,258.08673,222.08206,229.3394,310.61737,333.14386,0,274.37796,294.3567,260.59515,308.13913,0,0,0,224.32404,221.81345,236.8371
197,111.79684,161.79776,155.58786,200.55525,184.2995,165.53639,208.10094,225.59544,268.1117,265.60953,340.09747,420.6226,273.0778,343.11465,0,104.29766,104.22908,111.8099,106.786705,0,0,0,348.1335,353.12094,346.90222
198,284.40308,294.32803,255.59924,236.86807,226.84106,333.10712,339.36694,335.61505,285.5912,260.60416,223.33951,226.85646,309.36963,333.14523,0,274.38327,294.36664,260.6114,309.35236,0,0,0,224.36583,0,0
199,111.78403,160.56454,155.53383,200.79327,174.25484,164.3592,214.32806,226.84091,268.08978,265.5872,338.35703,422.8935,271.86737,341.88257,0,104.30096,104.22524,113.00228,106.78532,0,0,0,348.13776,0,0
200,284.4094,293.119,254.37572,236.82974,226.86195,333.09238,338.12265,335.5889,285.56815,259.33264,224.56665,228.10487,309.3873,334.37958,0,274.38507,294.37543,260.58875,308.15015,0,0,0,224.35828,220.58766,0
201,111.78093,160.5733,155.55563,201.04778,175.52037,164.36528,213.58594,230.58867,269.36542,265.64032,337.10275,422.3933,273.1258,341.88138,0,104.2882,103.06504,111.810616,106.786385,0,0,0,349.3924,353.10132,0
202,284.4057,293.12158,254.34404,236.81995,226.81544,333.107,336.891,335.60672,284.39108,258.09714,224.31209,234.31717,309.3758,334.35535,0,274.38498,294.36963,260.5939,308.15146,0,0,0,0,0,244.33435
203,110.56682,161.8256,155.57233,201.56415,176.81985,165.57483,213.62044,235.55006,270.59253,265.63766,336.33496,421.61545,274.33875,339.38654,0,104.28147,103.0374,112.99957,106.78252,0,0,0,0,0,345.66208
204,284.4106,293.12967,254.32024,236.8377,225.5894,333.1067,336.91656,334.42294,284.36267,258.0833,225.31808,233.07993,308.12,333.1104,0,274.3837,294.37268,260.58774,308.15213,0,0,0,225.5886,224.29517,243.08583
205,111.767235,163.01225,155.57407,202.2692,180.59172,165.5717,213.65134,234.29552,270.59024,265.63947,335.34485,420.62866,274.3372,340.63132,0,104.279854,103.03106,112.99802,106.77943,0,0,0,353.11185,354.34976,346.8803
206,284.4086,293.0853,253.06183,235.64304,225.54509,333.09872,336.90717,334.40063,284.40436,258.09576,226.3081,234.32195,309.3812,333.13184,0,274.38394,294.37488,260.58997,308.15482,0,0,0,0,0,244.32307
207,110.56084,163.03275,155.59581,202.33296,183.08801,165.58325,214.89383,228.0855,271.8689,266.8926,336.33304,420.63657,274.3763,343.11636,0,104.27388,103.028534,112.996735,106.78459,0,0,0,0,0,346.87753
208,284.39636,290.6222,246.88005,234.34471,223.08765,333.1018,336.88678,334.35083,285.5633,258.10382,226.30466,233.08908,309.3918,334.3856,0,274.36407,294.36703,259.36942,308.15427,0,0,0,225.61002,224.29353,243.08357
209,110.55793,163.03706,156.79822,202.55615,191.79524,165.56721,213.85593,223.05598,273.09418,268.1168,337.32812,420.38327,275.57114,344.34943,0,104.271454,103.02995,113.000984,106.7862,0,0,0,350.62845,354.3409,345.65442
210,284.3843,290.61774,246.88474,234.366,223.10542,333.09143,336.86896,335.59772,284.37952,258.0839,225.07237,234.32425,309.3515,334.4155,0,274.35165,294.359,259.3717,308.1445,0,0,0,225.56085,224.28374,244.32384
211,111.76815,163.0163,155.60915,202.31267,194.28517,165.56737,213.8649,213.1018,271.84277,266.8575,337.32602,420.37317,274.36658,343.1302,0,104.276596,103.04514,113.00143,106.79459,0,0,0,350.63333,353.13144,345.6549
212,284.37393,289.35974,245.60439,229.34456,220.58118,333.09546,336.8998,335.63345,284.37308,256.863,225.8036,235.62082,308.14307,334.41888,0,274.34656,294.34988,259.3753,308.13098,0,0,0,228.10641,0,246.84401
213,111.79334,163.01486,156.79713,202.57993,200.58162,165.54033,213.84521,208.06314,271.8641,266.87146,337.3239,419.88696,274.3791,343.1416,0,104.29192,104.22168,113.01342,106.79322,0,0,0,351.88193,0,345.636
214,284.37274,288.1136,245.56404,228.11264,221.83858,331.89612,339.383,334.39258,284.37814,256.86246,223.0438,236.84045,309.36072,335.60284,0,274.34543,294.3425,259.3569,308.1273,0,0,0,245.61006,0,246.85474
215,111.811874,163.0212,156.81976,202.07263,201.80807,165.53218,213.60371,205.62535,271.87354,266.87244,337.32162,419.37994,274.3871,344.35275,0,104.30958,104.23384,113.00078,106.79524,0,0,0,350.63083,0,346.87817
216,284.35748,288.09268,245.55605,228.08214,220.57497,331.8732,340.64746,335.61005,285.56323,258.1054,224.06743,236.86798,309.37778,334.4215,0,274.34085,294.32047,259.36038,308.10916,0,0,0,0,0,248.09306
217,111.803986,163.0175,156.828,202.58269,205.61534,165.53342,212.58875,204.28717,271.83832,266.85895,337.33377,419.62994,274.35928,344.3492,0,104.30645,104.23259,111.81452,106.795685,0,0,0,0,0,346.90445
218,284.3713,286.8939,244.3877,226.82039,218.07173,331.88132,341.90527,335.5948,284.3892,256.8833,224.33661,235.61072,309.36682,335.60217,0,274.3468,294.3326,259.3614,308.10394,0,0,0,0,0,246.83197
219,111.80719,161.83183,156.83995,202.55943,211.8148,165.5222,212.38486,201.79799,270.62024,266.85104,338.3154,419.38608,274.34805,343.12854,0,104.31125,104.23145,111.813354,106.80872,0,0,0,0,0,346.89246
220,284.37216,285.66208,244.3353,225.57468,218.07587,330.62323,343.1156,335.6378,285.56235,258.11023,224.31505,236.83823,310.60434,335.60333,0,274.34457,294.34424,259.3569,308.1066,0,0,0,0,0,246.85628
221,113.00926,163.0202,156.86072,202.35573,214.32408,164.35832,211.32079,200.84982,270.6204,266.85278,338.112,419.3938,274.34158,340.6297,0,104.32198,104.244064,111.81506,106.8108,0,0,0,0,0,346.89853
222,284.33685,285.63055,244.33339,224.38432,216.86435,329.38632,343.1337,335.69617,285.57175,259.35736,225.31853,234.32176,310.60526,335.5951,0,274.31985,294.31924,259.34958,306.91046,0,0,0,0,0,0
223,113.01405,161.8179,156.85808,202.57135,218.07872,164.30074,210.10538,201.53307,271.8525,266.88174,338.0874,419.3772,274.3567,341.8856,0,104.32169,104.24946,111.81395,106.81415,0,0,0,0,0,0
224,284.3212,285.61713,244.33284,224.34555,216.86697,328.14868,344.32825,335.6961,285.5998,260.58865,225.33391,231.84279,311.8489,334.38226,0,274.3141,294.30472,259.34067,306.92062,0,0,0,225.59901,224.29996,0
225,113.00857,160.57751,156.85963,202.84201,221.846,163.05887,206.04448,202.30586,270.60715,266.87448,338.08203,419.12387,274.3142,341.87906,0,104.31902,104.25156,112.9962,106.8152,0,0,0,345.64908,353.0914,0
226,284.33334,285.5776,244.30861,224.37222,218.07736,326.9206,344.37878,336.91602,285.58447,259.36108,225.08615,224.34404,310.6195,334.37524,0,274.31607,294.3247,258.13443,308.10452,0,0,0,225.54327,0,0
227,113.02102,159.30904,158.05101,202.81259,219.3355,159.32945,204.50484,202.79916,268.09485,265.61313,338.3707,419.37332,271.8429,343.10455,0,104.32325,104.27435,113.00182,106.82626,0,0,0,348.14642,0,0
228,284.3496,284.41583,244.28912,224.30917,216.86226,326.89426,344.41122,338.13336,285.5776,259.36057,226.31927,225.57092,310.6045,334.3704,0,274.33643,294.33777,258.1239,308.10925,0,0,0,225.54301,0,0
229,113.04107,158.04984,158.0639,203.32079,221.84714,156.82814,203.6023,202.5258,266.86093,265.5939,338.60635,419.6434,269.36417,338.1345,0,104.325066,104.29234,113.000435,106.83625,0,0,0,348.14865,0,0
230,284.35498,285.56985,244.29037,223.08647,215.63722,328.1085,345.599,336.93066,285.58646,259.3398,226.0573,229.34299,311.84683,334.40787,0,274.33978,294.34555,258.12302,308.1142,0,0,0,225.56503,0,0
231,113.04242,156.83145,158.05447,203.59818,224.35411,155.59926,202.39357,202.85722,266.85635,265.58203,338.36703,419.1283,270.59268,339.87833,0,104.32628,104.28794,113.01435,106.825294,0,0,0,349.3751,0,0
232,284.35477,285.57098,243.11736,219.32408,215.63477,326.90005,345.647,336.9169,285.6192,260.58603,226.08823,228.09045,311.877,334.398,0,274.33234,294.35675,259.3375,308.11386,0,0,0,225.56346,0,0
233,113.057655,155.60736,158.04591,205.54666,225.60994,154.34756,202.08456,202.53883,266.85376,265.58102,338.87524,419.39163,269.36987,339.8818,0,104.33478,104.294044,113.00019,106.813286,0,0,0,349.394,0,0
234,284.3527,284.4036,243.06892,218.08794,215.6038,326.8881,345.62717,338.12473,285.61853,261.83728,224.06639,234.33337,310.64105,334.4095,0,274.33514,294.35565,259.34955,308.12366,0,0,0,0,0,245.57341
235,113.06548,155.61693,158.07309,205.58766,225.60735,154.3422,201.56407,202.30292,266.8375,264.3888,338.8116,419.618,269.35812,338.87256,0,104.33929,104.307175,113.00773,106.82428,0,0,0,0,0,346.88217
236,284.35767,284.40573,243.05667,218.11746,215.6128,326.90817,345.64975,339.3694,285.64603,261.84473,223.07857,235.56198,313.09708,335.6004,0,274.33682,294.35883,259.3393,308.1526,0,0,0,0,0,245.61833
237,113.05833,155.59277,158.05605,205.5685,225.63823,154.30647,201.84317,202.09395,265.6358,264.3665,338.87976,419.38055,268.10757,337.12033,0,104.33885,104.29019,113.028366,106.82166,0,0,0,0,0,345.66806
238,284.34464,284.38446,241.85599,219.33205,215.64214,326.86853,345.66394,339.37186,284.39368,256.86337,220.82428,233.07849,311.85208,335.62897,0,274.32935,294.3448,259.33737,308.14642,0,0,0,225.61502,223.09155,244.32622
239,113.04229,155.62317,158.06241,204.86816,226.84012,154.35384,201.59581,202.07907,265.62326,264.3875,339.1115,419.3884,266.87805,336.8821,0,104.3378,104.29472,113.02091,106.82307,0,0,0,351.87598,354.3399,345.6605
240,284.35452,284.38882,241.84387,216.8829,218.08311,326.87967,345.67368,338.16116,284.39282,256.8783,221.5933,226.86824,310.63123,333.13507,0,274.34283,294.34335,259.37473,308.1282,0,0,0,225.56903,0,0
241,113.029144,155.61343,158.08836,203.81412,226.88419,154.32419,201.31221,202.05043,265.58673,264.33694,339.11688,419.62137,266.83795,336.38348,0,104.34148,104.28997,113.02913,106.83719,0,0,0,350.61703,0,0
242,284.34628,284.36743,241.82155,218.32535,219.34026,325.67484,345.6874,338.12033,284.361,256.84506,220.57059,226.85367,310.6175,333.14383,0,274.33545,294.3415,259.3683,308.1236,0,0,0,224.32587,0,0
243,113.02407,156.79868,159.31721,202.56862,226.87958,154.3596,201.82709,202.03758,265.5846,264.3266,339.3531,419.63443,266.83954,337.37598,0,104.33753,104.28821,113.01982,106.842354,0,0,0,349.38614,0,0
244,284.3393,284.34616,240.61423,218.60522,216.84714,325.65564,345.68918,336.92462,284.3588,256.86078,220.8295,233.09932,309.37317,338.15628,0,274.33026,294.3407,259.3577,308.12442,0,0,0,0,0,0
245,113.03276,155.60641,159.2922,201.34389,224.37129,154.32721,201.9227,201.83902,265.60114,264.34824,339.1158,419.12515,266.84644,338.8766,0,104.339745,104.30025,113.004295,106.83914,0,0,0,0,0,0
246,284.33344,284.3578,241.8168,218.58977,220.59305,325.6786,345.69888,336.8608,284.35364,256.84827,220.08337,234.3199,308.13727,333.13504,0,274.3282,294.33777,259.35382,308.12534,0,0,0,0,0,0
247,113.03536,156.81055,159.30896,201.34244,224.36104,155.5254,201.87524,202.30782,265.61383,264.38358,339.10742,419.376,266.8433,338.86005,0,104.33128,104.29819,112.99376,106.82326,0,0,0,0,0,0
248,284.3205,284.36942,240.60979,218.0716,223.04564,326.8734,346.88638,338.13055,284.38638,258.09766,221.8187,236.853,309.36008,334.34488,0,274.3166,294.33182,259.34918,308.11395,0,0,0,0,0,0
249,113.04494,158.0418,159.33134,200.08159,221.8145,155.59236,201.8541,202.33104,265.6339,264.39157,339.3181,419.3803,266.87625,336.87604,0,104.328476,104.3053,111.80891,106.83582,0,0,0,0,0,0
250,284.2914,284.3565,240.58069,218.83858,221.83307,326.8838,346.8787,339.37442,283.12228,255.61505,221.06429,234.31456,306.9025,334.35333,0,273.12744,294.30957,259.3514,306.9165,0,0,0,0,0,243.08813
251,113.0693,159.33035,160.54498,199.30748,216.8665,156.85641,201.83713,202.59183,266.8429,265.58438,339.0982,419.38434,268.11133,336.87976,0,104.33081,104.30195,111.794914,106.80845,0,0,0,0,0,345.64816
252,283.1041,284.36832,240.58183,218.57144,219.34023,328.13898,345.7024,336.9231,283.10672,255.6095,220.32884,229.34616,306.88763,333.1319,0,273.11105,294.3019,259.33243,306.91086,0,0,0,224.35236,0,0
253,113.05855,160.58234,160.56192,198.58244,220.58827,160.54312,201.53702,202.08444,266.83734,265.57147,338.7906,419.13312,268.11734,339.369,0,104.32206,104.30568,111.78428,106.843765,0,0,0,348.12378,0,0
254,281.8727,284.33057,239.34583,218.35635,221.83224,325.66122,345.7044,338.11227,283.07175,254.35493,220.07172,0,306.89752,334.35953,0,273.08524,293.09222,258.1336,306.892,0,0,0,348.12378,0,0
255,113.035034,163.04443,161.78052,198.57347,216.85378,163.07954,201.82909,202.53453,270.60068,268.10605,338.59705,0,273.07977,339.36914,0,104.31249,104.296455,111.800095,108.02978,0,0,0,224.35236,0,0
256,281.8591,284.36453,239.35857,218.35736,223.05083,326.89355,345.6192,338.1249,283.11148,255.61075,220.81851,0,306.87732,333.13052,0,273.07104,293.0805,258.13312,306.8976,0,0,0,0,0,0
257,113.00987,163.05882,161.7909,198.81757,218.08177,164.2859,201.55097,202.60712,270.60944,266.88904,338.3287,0,273.10605,344.37335,0,104.29301,104.27937,111.81308,108.046745,0,0,0,0,0,0
258,281.86172,284.3506,239.34686,218.60196,223.09744,326.87134,345.5914,336.86978,281.87274,254.36194,220.57176,0,306.8658,333.13742,0,273.0691,293.07504,258.1354,306.87982,0,0,0,0,0,0
